Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Stripped Peptides	Total Peptide Ions	Unique Peptide Ions	Razor Peptide Ions	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
90	a	sp|O95139|NDUB6_HUMAN	O95139	NDUB6_HUMAN	NDUFB6	128	44.30	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 	1:Experimental evidence at protein level	1.0000	0.9990	5	8	8	0	19	19	0	34117051	34117051	     0			tr|A0A087WZX2|A0A087WZX2_HUMAN
91	a	sp|O95210|STBD1_HUMAN	O95210	STBD1_HUMAN	STBD1	358	38.30	Homo sapiens OX=9606	Starch-binding domain-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	9	10	10	0	15	15	0	25943477	25943477	     0			
92	a	sp|O95295|SNAPN_HUMAN	O95295	SNAPN_HUMAN	SNAPIN	136	25.70	Homo sapiens OX=9606	SNARE-associated protein Snapin 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	2	2	0	844614	844614	     0	N-term(42.0106)		
93	a	sp|O95302|FKBP9_HUMAN	O95302	FKBP9_HUMAN	FKBP9	570	3.70	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase FKBP9 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	1	1	0	2556518	2556518	     0			
94	a	sp|O95340|PAPS2_HUMAN	O95340	PAPS2_HUMAN	PAPSS2	614	25.70	Homo sapiens OX=9606	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2 	1:Experimental evidence at protein level	1.0000	0.9990	13	16	16	0	29	29	0	17349733	17349733	     0			
95	a	sp|O95400|CD2B2_HUMAN	O95400	CD2B2_HUMAN	CD2BP2	341	7.00	Homo sapiens OX=9606	CD2 antigen cytoplasmic tail-binding protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	3	3	0	1721597	1721597	     0			
96	a	sp|O95479|G6PE_HUMAN	O95479	G6PE_HUMAN	H6PD	791	22.00	Homo sapiens OX=9606	GDH/6PGL endoplasmic bifunctional protein 	1:Experimental evidence at protein level	1.0000	0.9990	14	16	16	0	27	27	0	28839322	28839322	     0			tr|R4GMU1|R4GMU1_HUMAN
97	a	sp|O95602|RPA1_HUMAN	O95602	RPA1_HUMAN	POLR1A	1720	2.10	Homo sapiens OX=9606	DNA-directed RNA polymerase I subunit RPA1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	3	3	0	6821215	6821215	     0			tr|B9ZVN9|B9ZVN9_HUMAN
98	a	sp|O95721|SNP29_HUMAN	O95721	SNP29_HUMAN	SNAP29	258	26.20	Homo sapiens OX=9606	Synaptosomal-associated protein 29 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	3	3	0	3510028	3510028	     0			tr|C9JAF7|C9JAF7_HUMAN
99	a	sp|O95782|AP2A1_HUMAN	O95782	AP2A1_HUMAN	AP2A1	977	14.60	Homo sapiens OX=9606	AP-2 complex subunit alpha-1 	1:Experimental evidence at protein level	1.0000	0.9990	12	13	11	0	17	14	0	303324697	14509754	     0			
100	a	sp|O95810|CAVN2_HUMAN	O95810	CAVN2_HUMAN	CAVIN2	425	35.50	Homo sapiens OX=9606	Caveolae-associated protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	0	26	26	0	41242812	41242812	     0			
101	a	sp|O95816|BAG2_HUMAN	O95816	BAG2_HUMAN	BAG2	211	25.10	Homo sapiens OX=9606	BAG family molecular chaperone regulator 2 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	0	8	8	0	54039375	54039375	     0			
102	a	sp|O95817|BAG3_HUMAN	O95817	BAG3_HUMAN	BAG3	575	55.50	Homo sapiens OX=9606	BAG family molecular chaperone regulator 3 	1:Experimental evidence at protein level	1.0000	0.9990	24	30	12	0	47	18	0	24499913	24499913	     0	N-term(42.0106)		
103	a	sp|O95822|DCMC_HUMAN	O95822	DCMC_HUMAN	MLYCD	493	26.40	Homo sapiens OX=9606	Malonyl-CoA decarboxylase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	10	11	11	0	17	17	0	13082770	13082770	     0			
104	a	sp|O95881|TXD12_HUMAN	O95881	TXD12_HUMAN	TXNDC12	172	14.00	Homo sapiens OX=9606	Thioredoxin domain-containing protein 12 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	0	2	2	0	8032004	8032004	     0			
105	a	sp|O95926|SYF2_HUMAN	O95926	SYF2_HUMAN	SYF2	243	16.00	Homo sapiens OX=9606	Pre-mRNA-splicing factor SYF2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	2	2	0	3391802	3391802	     0	N-term(42.0106)		
106	a	sp|P00403|COX2_HUMAN	P00403	COX2_HUMAN	MT-CO2	227	35.20	Homo sapiens OX=9606	Cytochrome c oxidase subunit 2 	1:Experimental evidence at protein level	1.0000	0.9990	9	14	14	0	34	34	0	341956880	341956880	     0	1M(15.9949), 4M(15.9949)		
107	a	sp|P00450|CERU_HUMAN	P00450	CERU_HUMAN	CP	1065	5.50	Homo sapiens OX=9606	Ceruloplasmin 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	4	4	0	2927547	2927547	     0			tr|E9PFZ2|E9PFZ2_HUMAN, tr|H7C5R1|H7C5R1_HUMAN
108	a	sp|P00492|HPRT_HUMAN	P00492	HPRT_HUMAN	HPRT1	218	26.10	Homo sapiens OX=9606	Hypoxanthine-guanine phosphoribosyltransferase 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	0	5	5	0	15208453	15208453	     0			
109	a	sp|P00505|AATM_HUMAN	P00505	AATM_HUMAN	GOT2	430	42.10	Homo sapiens OX=9606	Aspartate aminotransferase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	22	35	35	0	86	86	0	294525152	294525152	     0			
110	a	sp|P00846|ATP6_HUMAN	P00846	ATP6_HUMAN	MT-ATP6	226	8.40	Homo sapiens OX=9606	ATP synthase subunit a 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	5	5	0	84083592	84083592	     0			
111	a	sp|P01011|AACT_HUMAN	P01011	AACT_HUMAN	SERPINA3	423	11.80	Homo sapiens OX=9606	Alpha-1-antichymotrypsin 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	2	2	0	952844	952844	     0			tr|G3V595|G3V595_HUMAN
112	a	sp|P01034|CYTC_HUMAN	P01034	CYTC_HUMAN	CST3	146	19.20	Homo sapiens OX=9606	Cystatin-C 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	7	7	0	14354534	14354534	     0			
113	a	sp|P02753|RET4_HUMAN	P02753	RET4_HUMAN	RBP4	201	19.60	Homo sapiens	Retinol-binding protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	0	0	0	     0	     0	     0			tr|Q5VY30|Q5VY30_HUMAN
114	a	sp|P02763|A1AG1_HUMAN	P02763	A1AG1_HUMAN	ORM1	201	11.90	Homo sapiens OX=9606	Alpha-1-acid glycoprotein 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	3	3	0	8	8	0	11925544	11925544	     0			
115	a	sp|P02792|FRIL_HUMAN	P02792	FRIL_HUMAN	FTL	175	30.30	Homo sapiens OX=9606	Ferritin light chain 	1:Experimental evidence at protein level	1.0000	0.9990	5	8	8	0	20	20	0	43412038	43412038	     0			
116	a	sp|P03905|NU4M_HUMAN	P03905	NU4M_HUMAN	MT-ND4	459	4.10	Homo sapiens OX=9606	NADH-ubiquinone oxidoreductase chain 4 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	3	3	0	2732710	2732710	     0			
117	a	sp|P03915|NU5M_HUMAN	P03915	NU5M_HUMAN	MT-ND5	603	7.80	Homo sapiens OX=9606	NADH-ubiquinone oxidoreductase chain 5 	1:Experimental evidence at protein level	1.0000	0.9990	3	4	4	0	8	8	0	9578120	9578120	     0			
118	a	sp|P03928|ATP8_HUMAN	P03928	ATP8_HUMAN	MT-ATP8	68	36.80	Homo sapiens OX=9606	ATP synthase protein 8 	1:Experimental evidence at protein level	1.0000	0.9988	2	2	2	0	5	5	0	16279869	16279869	     0			
119	a	sp|P04004|VTNC_HUMAN	P04004	VTNC_HUMAN	VTN	478	6.50	Homo sapiens OX=9606	Vitronectin 	1:Experimental evidence at protein level	1.0000	0.9990	2	3	3	0	2	2	0	13742463	13742463	     0			
120	a	sp|P04040|CATA_HUMAN	P04040	CATA_HUMAN	CAT	527	54.60	Homo sapiens	Catalase 	1:Experimental evidence at protein level	1.0000	0.9990	31	44	44	0	109	109	0	68744048	68744048	     0	N-term(42.0106)		
121	a	sp|P04062|GLCM_HUMAN	P04062	GLCM_HUMAN	GBA	536	20.30	Homo sapiens OX=9606	Lysosomal acid glucosylceramidase 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	0	4	4	0	6378084	6378084	     0			tr|A0A0G2JLB3|A0A0G2JLB3_HUMAN, tr|A0A0G2JNZ0|A0A0G2JNZ0_HUMAN, tr|A0A0G2JNZ5|A0A0G2JNZ5_HUMAN
122	a	sp|P04066|FUCO_HUMAN	P04066	FUCO_HUMAN	FUCA1	466	15.50	Homo sapiens OX=9606	Tissue alpha-L-fucosidase 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	0	14	14	0	58587009	58587009	     0			
123	a	sp|P05109|S10A8_HUMAN	P05109	S10A8_HUMAN	S100A8	93	19.40	Homo sapiens OX=9606	Protein S100-A8 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	7	7	0	14343961	14343961	     0			
124	a	sp|P05121|PAI1_HUMAN	P05121	PAI1_HUMAN	SERPINE1	402	49.30	Homo sapiens OX=9606	Plasminogen activator inhibitor 1 	1:Experimental evidence at protein level	1.0000	0.9990	15	18	18	0	22	22	0	21208654	21208654	     0			
125	a	sp|P05161|ISG15_HUMAN	P05161	ISG15_HUMAN	ISG15	165	23.10	Homo sapiens OX=9606	Ubiquitin-like protein ISG15 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	7	7	0	8717178	8717178	     0			tr|A0A096LNZ9|A0A096LNZ9_HUMAN, tr|A0A096LPJ4|A0A096LPJ4_HUMAN
126	a	sp|P05204|HMGN2_HUMAN	P05204	HMGN2_HUMAN	HMGN2	90	16.70	Homo sapiens OX=9606	Non-histone chromosomal protein HMG-17 	1:Experimental evidence at protein level	1.0000	0.9990	3	5	3	0	11	6	0	11824651	4335090	     0			
127	a	sp|P06280|AGAL_HUMAN	P06280	AGAL_HUMAN	GLA	429	9.10	Homo sapiens OX=9606	Alpha-galactosidase A 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	2	2	0	3372260	3372260	     0			tr|A0A3B3IUC4|A0A3B3IUC4_HUMAN
128	a	sp|P06702|S10A9_HUMAN	P06702	S10A9_HUMAN	S100A9	114	63.20	Homo sapiens OX=9606	Protein S100-A9 	1:Experimental evidence at protein level	1.0000	0.9990	5	8	8	0	12	12	0	347095269	347095269	     0			
129	a	sp|P06756|ITAV_HUMAN	P06756	ITAV_HUMAN	ITGAV	1048	10.80	Homo sapiens OX=9606	Integrin alpha-V 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	0	8	8	0	9794154	9794154	     0			
130	a	sp|P06858|LIPL_HUMAN	P06858	LIPL_HUMAN	LPL	475	9.70	Homo sapiens OX=9606	Lipoprotein lipase 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	1	1	0	4537637	4537637	     0			
131	a	sp|P07305|H10_HUMAN	P07305	H10_HUMAN	H1-0	194	27.80	Homo sapiens OX=9606	Histone H1.0 	1:Experimental evidence at protein level	1.0000	0.9990	6	8	8	0	20	20	0	64965004	64965004	     0	N-term(42.0106)		
132	a	sp|P07954|FUMH_HUMAN	P07954	FUMH_HUMAN	FH	510	52.90	Homo sapiens OX=9606	Fumarate hydratase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	24	40	40	0	106	106	0	224472592	224472592	     0	18M(15.9949), 20M(15.9949), 4M(15.9949)		
133	a	sp|P08240|SRPRA_HUMAN	P08240	SRPRA_HUMAN	SRPRA	638	10.50	Homo sapiens OX=9606	Signal recognition particle receptor subunit alpha 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	0	2	2	0	3098718	3098718	     0			
134	a	sp|P08574|CY1_HUMAN	P08574	CY1_HUMAN	CYC1	325	28.90	Homo sapiens OX=9606	Cytochrome c1, heme protein, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	7	11	11	0	38	38	0	94237788	94237788	     0			
135	a	sp|P08579|RU2B_HUMAN	P08579	RU2B_HUMAN	SNRPB2	225	31.60	Homo sapiens OX=9606	U2 small nuclear ribonucleoprotein B'' 	1:Experimental evidence at protein level	1.0000	0.9990	6	7	5	0	18	12	0	22253048	8843551	     0	N-term(42.0106)		
136	a	sp|P08651|NFIC_HUMAN	P08651	NFIC_HUMAN	NFIC	508	9.10	Homo sapiens OX=9606	Nuclear factor 1 C-type 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	5	5	0	5290701	5290701	     0			tr|A0A286YEX4|A0A286YEX4_HUMAN
137	a	sp|P08962|CD63_HUMAN	P08962	CD63_HUMAN	CD63	238	15.00	Homo sapiens OX=9606	CD63 antigen 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	3	3	0	11796574	11796574	     0			tr|F8VNT9|F8VNT9_HUMAN, tr|F8VV56|F8VV56_HUMAN, tr|F8VWK8|F8VWK8_HUMAN, tr|F8W022|F8W022_HUMAN
138	a	sp|P09669|COX6C_HUMAN	P09669	COX6C_HUMAN	COX6C	75	52.00	Homo sapiens OX=9606	Cytochrome c oxidase subunit 6C 	1:Experimental evidence at protein level	1.0000	0.9990	9	16	16	0	39	39	0	181870708	181870708	     0	11M(15.9949), 5M(15.9949)		
139	a	sp|P0DN76|U2AF5_HUMAN	P0DN76	U2AF5_HUMAN	U2AF1L5	240	16.20	Homo sapiens OX=9606	Splicing factor U2AF 35 kDa subunit-like protein 	1:Experimental evidence at protein level	1.0000	0.9990	3	4	4	0	11	11	0	16643009	16643009	     0			sp|Q01081|U2AF1_HUMAN
140	a	sp|P0DPB6|RPAC2_HUMAN	P0DPB6	RPAC2_HUMAN	POLR1D	133	12.10	Homo sapiens OX=9606	DNA-directed RNA polymerases I and III subunit RPAC2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	3	3	0	2161618	2161618	     0			tr|A0A0R4J2F3|A0A0R4J2F3_HUMAN
141	a	sp|P10599|THIO_HUMAN	P10599	THIO_HUMAN	TXN	105	42.90	Homo sapiens	Thioredoxin 	1:Experimental evidence at protein level	1.0000	0.9990	7	9	9	0	26	26	0	375709340	375709340	     0			
142	a	sp|P10606|COX5B_HUMAN	P10606	COX5B_HUMAN	COX5B	129	51.20	Homo sapiens OX=9606	Cytochrome c oxidase subunit 5B, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	12	16	16	0	33	33	0	199104184	199104184	     0			
143	a	sp|P11047|LAMC1_HUMAN	P11047	LAMC1_HUMAN	LAMC1	1609	7.50	Homo sapiens OX=9606	Laminin subunit gamma-1 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	0	5	5	0	9745196	9745196	     0			
144	a	sp|P11166|GTR1_HUMAN	P11166	GTR1_HUMAN	SLC2A1	492	7.10	Homo sapiens OX=9606	Solute carrier family 2, facilitated glucose transporter member 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	0	11	11	0	9539828	9539828	     0			
145	a	sp|P11279|LAMP1_HUMAN	P11279	LAMP1_HUMAN	LAMP1	417	4.80	Homo sapiens OX=9606	Lysosome-associated membrane glycoprotein 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	6	6	0	14364004	14364004	     0			
146	a	sp|P11441|UBL4A_HUMAN	P11441	UBL4A_HUMAN	UBL4A	157	12.70	Homo sapiens OX=9606	Ubiquitin-like protein 4A 	1:Experimental evidence at protein level	1.0000	0.9986	2	2	2	0	4	4	0	1965180	1965180	     0			tr|Q5HY81|Q5HY81_HUMAN
147	a	sp|P12004|PCNA_HUMAN	P12004	PCNA_HUMAN	PCNA	261	41.00	Homo sapiens OX=9606	Proliferating cell nuclear antigen 	1:Experimental evidence at protein level	1.0000	0.9990	7	8	8	0	21	21	0	29687966	29687966	     0			
148	a	sp|P13284|GILT_HUMAN	P13284	GILT_HUMAN	IFI30	250	4.40	Homo sapiens OX=9606	Gamma-interferon-inducible lysosomal thiol reductase 	1:Experimental evidence at protein level	1.0000	0.9990	1	2	2	0	8	8	0	6203550	6203550	     0			
149	a	sp|P13639|EF2_HUMAN	P13639	EF2_HUMAN	EEF2	858	40.10	Homo sapiens OX=9606	Elongation factor 2 	1:Experimental evidence at protein level	1.0000	0.9990	40	54	53	0	105	100	0	150879076	150879076	     0	2M(15.9949)		
150	a	sp|P13674|P4HA1_HUMAN	P13674	P4HA1_HUMAN	P4HA1	534	18.20	Homo sapiens OX=9606	Prolyl 4-hydroxylase subunit alpha-1 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	0	11	11	0	6164373	6164373	     0			
151	a	sp|P13984|T2FB_HUMAN	P13984	T2FB_HUMAN	GTF2F2	249	11.60	Homo sapiens OX=9606	General transcription factor IIF subunit 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	1	1	0	819606	819606	     0			
152	a	sp|P14174|MIF_HUMAN	P14174	MIF_HUMAN	MIF	115	15.70	Homo sapiens OX=9606	Macrophage migration inhibitory factor 	1:Experimental evidence at protein level	1.0000	0.9990	2	3	3	0	7	7	0	91429148	91429148	     0	2M(15.9949)		
153	a	sp|P14543|NID1_HUMAN	P14543	NID1_HUMAN	NID1	1247	1.80	Homo sapiens OX=9606	Nidogen-1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	0	0	0	     0	     0	     0			
154	a	sp|P15374|UCHL3_HUMAN	P15374	UCHL3_HUMAN	UCHL3	230	18.60	Homo sapiens OX=9606	Ubiquitin carboxyl-terminal hydrolase isozyme L3 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	7	7	0	4693852	4693852	     0			tr|A0A087WTB8|A0A087WTB8_HUMAN, tr|Q5TBK7|Q5TBK7_HUMAN
155	a	sp|P15924|DESP_HUMAN	P15924	DESP_HUMAN	DSP	2871	1.50	Homo sapiens OX=9606	Desmoplakin 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	0	1	1	0	810262	810262	     0			
156	a	sp|P15954|COX7C_HUMAN	P15954	COX7C_HUMAN	COX7C	63	32.10	Homo sapiens OX=9606	Cytochrome c oxidase subunit 7C, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	6	6	0	27951037	27951037	     0			tr|D6R9Z7|D6R9Z7_HUMAN
157	a	sp|P17050|NAGAB_HUMAN	P17050	NAGAB_HUMAN	NAGA	411	9.70	Homo sapiens OX=9606	Alpha-N-acetylgalactosaminidase 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	10	10	0	35109489	35109489	     0			
158	a	sp|P17096|HMGA1_HUMAN	P17096	HMGA1_HUMAN	HMGA1	107	23.40	Homo sapiens OX=9606	High mobility group protein HMG-I/HMG-Y 	1:Experimental evidence at protein level	1.0000	0.9990	3	4	4	0	3	3	0	1945472	1945472	     0			
159	a	sp|P17174|AATC_HUMAN	P17174	AATC_HUMAN	GOT1	413	57.60	Homo sapiens OX=9606	Aspartate aminotransferase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	24	32	32	0	92	92	0	113127850	113127850	     0			
160	a	sp|P17655|CAN2_HUMAN	P17655	CAN2_HUMAN	CAPN2	700	22.00	Homo sapiens OX=9606	Calpain-2 catalytic subunit 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	0	18	18	0	21795278	21795278	     0			
161	a	sp|P19404|NDUV2_HUMAN	P19404	NDUV2_HUMAN	NDUFV2	249	36.10	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	0	17	17	0	36865295	36865295	     0			tr|E7EPT4|E7EPT4_HUMAN
162	a	sp|P19652|A1AG2_HUMAN	P19652	A1AG2_HUMAN	ORM2	201	9.50	Homo sapiens OX=9606	Alpha-1-acid glycoprotein 2 	1:Experimental evidence at protein level	1.0000	0.9988	2	2	2	0	2	2	0	2401105	2401105	     0			
163	a	sp|P19784|CSK22_HUMAN	P19784	CSK22_HUMAN	CSNK2A2	350	16.40	Homo sapiens OX=9606	Casein kinase II subunit alpha' 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	0	0	0	     0	     0	     0			tr|H3BSA1|H3BSA1_HUMAN, tr|H3BV19|H3BV19_HUMAN
164	a	sp|P20042|IF2B_HUMAN	P20042	IF2B_HUMAN	EIF2S2	333	27.60	Homo sapiens OX=9606	Eukaryotic translation initiation factor 2 subunit 2 	1:Experimental evidence at protein level	1.0000	0.9990	8	10	10	0	11	11	0	23157580	23157580	     0			
165	a	sp|P20073|ANXA7_HUMAN	P20073	ANXA7_HUMAN	ANXA7	488	19.70	Homo sapiens OX=9606	Annexin A7 	1:Experimental evidence at protein level	1.0000	0.9990	8	9	9	0	35	35	0	62973225	62973225	     0			
166	a	sp|P20618|PSB1_HUMAN	P20618	PSB1_HUMAN	PSMB1	241	36.10	Homo sapiens OX=9606	Proteasome subunit beta type-1 	1:Experimental evidence at protein level	1.0000	0.9990	8	12	12	0	15	15	0	25254781	25254781	     0			
167	a	sp|P20962|PTMS_HUMAN	P20962	PTMS_HUMAN	PTMS	102	11.80	Homo sapiens OX=9606	Parathymosin 	1:Experimental evidence at protein level	1.0000	0.9988	1	2	2	0	2	2	0	845273	845273	     0			
168	a	sp|P21127|CD11B_HUMAN	P21127	CD11B_HUMAN	CDK11B	795	4.30	Homo sapiens OX=9606	Cyclin-dependent kinase 11B 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	2	2	0	3699436	3699436	     0			sp|Q9UQ88|CD11A_HUMAN, tr|A0A0D9SEI3|A0A0D9SEI3_HUMAN, tr|A0A0D9SEN2|A0A0D9SEN2_HUMAN, tr|A0A0D9SER5|A0A0D9SER5_HUMAN, tr|Q5QPR3|Q5QPR3_HUMAN, tr|Q5QPR4|Q5QPR4_HUMAN
169	a	sp|P21397|AOFA_HUMAN	P21397	AOFA_HUMAN	MAOA	527	37.00	Homo sapiens OX=9606	Amine oxidase [flavin-containing] A 	1:Experimental evidence at protein level	1.0000	0.9990	17	21	16	0	46	36	0	68224985	68224985	     0			
170	a	sp|P21399|ACOC_HUMAN	P21399	ACOC_HUMAN	ACO1	889	23.30	Homo sapiens OX=9606	Cytoplasmic aconitate hydratase 	1:Experimental evidence at protein level	1.0000	0.9990	16	18	18	0	34	34	0	38388121	38388121	     0	N-term(42.0106)		
171	a	sp|P21695|GPDA_HUMAN	P21695	GPDA_HUMAN	GPD1	349	8.30	Homo sapiens OX=9606	Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	6	6	0	6277770	6277770	     0			
172	a	sp|P21926|CD9_HUMAN	P21926	CD9_HUMAN	CD9	228	6.30	Homo sapiens OX=9606	CD9 antigen 	1:Experimental evidence at protein level	1.0000	0.9990	1	2	2	0	1	1	0	3661492	3661492	     0			tr|A0A2R8Y478|A0A2R8Y478_HUMAN, tr|A6NNI4|A6NNI4_HUMAN, tr|G8JLH6|G8JLH6_HUMAN
173	a	sp|P21953|ODBB_HUMAN	P21953	ODBB_HUMAN	BCKDHB	392	3.30	Homo sapiens OX=9606	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	1	2	2	0	4	4	0	3421230	3421230	     0			
174	a	sp|P22033|MUTA_HUMAN	P22033	MUTA_HUMAN	MMUT	750	34.90	Homo sapiens OX=9606	Methylmalonyl-CoA mutase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	19	23	23	0	31	31	0	26954982	26954982	     0			
175	a	sp|P22059|OSBP1_HUMAN	P22059	OSBP1_HUMAN	OSBP	807	5.00	Homo sapiens OX=9606	Oxysterol-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	0	2	2	0	989831	989831	     0			
176	a	sp|P23284|PPIB_HUMAN	P23284	PPIB_HUMAN	PPIB	216	49.10	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase B 	1:Experimental evidence at protein level	1.0000	0.9990	13	19	18	0	66	64	0	314314744	314314744	     0	6M(15.9949)		
177	a	sp|P23526|SAHH_HUMAN	P23526	SAHH_HUMAN	AHCY	432	30.60	Homo sapiens OX=9606	Adenosylhomocysteinase 	1:Experimental evidence at protein level	1.0000	0.9990	14	17	17	0	42	42	0	58643112	58643112	     0			
178	a	sp|P24928|RPB1_HUMAN	P24928	RPB1_HUMAN	POLR2A	1970	3.00	Homo sapiens OX=9606	DNA-directed RNA polymerase II subunit RPB1 	1:Experimental evidence at protein level	1.0000	0.9988	3	3	3	0	0	0	0	     0	     0	     0			tr|A0A590UJN4|A0A590UJN4_HUMAN, tr|A0A590UKB6|A0A590UKB6_HUMAN
179	a	sp|P25398|RS12_HUMAN	P25398	RS12_HUMAN	RPS12	132	30.30	Homo sapiens OX=9606	40S ribosomal protein S12 	1:Experimental evidence at protein level	1.0000	0.9990	3	6	6	0	21	21	0	63616921	63616921	     0	N-term(42.0106)		
180	a	sp|P25445|TNR6_HUMAN	P25445	TNR6_HUMAN	FAS	335	8.40	Homo sapiens OX=9606	Tumor necrosis factor receptor superfamily member 6 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	0	8	8	0	6248010	6248010	     0			
181	a	sp|P26368|U2AF2_HUMAN	P26368	U2AF2_HUMAN	U2AF2	475	27.40	Homo sapiens OX=9606	Splicing factor U2AF 65 kDa subunit 	1:Experimental evidence at protein level	1.0000	0.9990	4	6	6	0	13	13	0	12286646	12286646	     0			tr|K7ENG2|K7ENG2_HUMAN
182	a	sp|P26641|EF1G_HUMAN	P26641	EF1G_HUMAN	EEF1G	437	28.40	Homo sapiens OX=9606	Elongation factor 1-gamma 	1:Experimental evidence at protein level	1.0000	0.9990	13	17	17	0	43	43	0	69100056	69100056	     0	N-term(42.0106)		
183	a	sp|P26885|FKBP2_HUMAN	P26885	FKBP2_HUMAN	FKBP2	142	22.50	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase FKBP2 	1:Experimental evidence at protein level	1.0000	0.9990	4	6	6	0	12	12	0	33171710	33171710	     0			tr|A0A494C1N0|A0A494C1N0_HUMAN
184	a	sp|P27338|AOFB_HUMAN	P27338	AOFB_HUMAN	MAOB	520	19.80	Homo sapiens OX=9606	Amine oxidase [flavin-containing] B 	1:Experimental evidence at protein level	1.0000	0.9990	10	12	7	0	21	11	0	16599416	14932986	     0			
185	a	sp|P27449|VATL_HUMAN	P27449	VATL_HUMAN	ATP6V0C	155	11.60	Homo sapiens OX=9606	V-type proton ATPase 16 kDa proteolipid subunit 	1:Experimental evidence at protein level	1.0000	0.9990	1	2	2	0	2	2	0	12644072	12644072	     0			
186	a	sp|P28066|PSA5_HUMAN	P28066	PSA5_HUMAN	PSMA5	241	17.80	Homo sapiens OX=9606	Proteasome subunit alpha type-5 	1:Experimental evidence at protein level	1.0000	0.9990	4	5	5	0	15	15	0	45031311	45031311	     0			
